Job_ID,Task_Start_Time,Task_End_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Task_Waiting_Time (ms),Data_Source,Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type,Error_Rate (%),Task_Type,Projection_Score,Predicted_Execution_Duration (ms),Predicted_Context_Switch_Penalty (ms),Host_Cluster_Suitability_Score,Predicted_Load_Condition,Scheduling_Priority_Score,Resource_Cluster_ID,Load_Rebalancing_Flag,Envy_Freeness_Score,VM_Placement_Diversity_Score,PM_Utilization_Efficiency (%),Affinity_Breaker_Flag,Observed_Delay_Deviation (ms),Adaptive_Model_Update_Flag,Context_Switch_Overhead (%),Thermal_Impact_Score,Energy_Efficiency_Index,Predicted_Host_ID,Actual_Host_ID,CPU_Share (%),Memory_Share (%),Bandwidth_Share (%),VM_Total_Memory_Capacity (MB),Host_Selection_Correct,Envy_Rate (%),Dominant_Resource_Share (%),Memory_Utilization (%)
JOB_4793,04-01-2024 07:52,04-01-2024 07:52,14.82,3097,3400,2.81,62,Cloud,1940,265.13,Medium,FCFS,Dynamic,3.92,Delay-Sensitive,0.989,3135,26,0.9,Medium,0.498,Cluster_4793,Yes,0.748,0.531,74.18,No,265,No,2.29,0.242,0.943,Host_1,Host_4,97.26,24.22,44.1,8192,0,25.2,97.26,37.81
JOB_4794,04-01-2024 07:53,04-01-2024 07:53,33.81,4483,3835,9.74,214,Cloud,3089,822.12,Low,FCFS,Dynamic,4.33,Delay-Sensitive,0.976,4134,55,0.78,Low,0.714,Cluster_4794,Yes,0.804,0.893,97.55,No,-299,Yes,1.76,0.547,1.094,Host_3,Host_1,52.68,30.77,25.8,8192,0,19.6,52.68,54.72
JOB_4795,04-01-2024 07:54,04-01-2024 07:54,33.85,7463,3279,1.93,357,Enterprise DB,4985,285.2,Low,FCFS,Static,1.28,CPU-Bound,1.41,3128,32,0.829,High,0.242,Cluster_4795,No,0.788,0.795,71.57,Yes,151,No,0.76,0.731,1.134,Host_3,Host_3,90.32,41.32,82.4,32768,1,21.2,90.32,22.78
JOB_4796,04-01-2024 07:55,04-01-2024 07:55,35.63,7184,3063,7.4,60,Enterprise DB,2732,661.05,High,ASB-Dynamic-CapsNet,Dynamic,2.47,Memory-Intensive,1.13,2817,55,0.797,Low,0.768,Cluster_4796,Yes,0.94,0.864,71.87,Yes,246,Yes,4.77,0.249,1.079,Host_3,Host_1,11.36,49.87,12.82,8192,0,6,49.87,87.7
JOB_4797,04-01-2024 07:56,04-01-2024 07:56,23.14,2691,4127,5.04,848,Social Media,652,823.29,Medium,Round Robin,Dynamic,2.63,IO-Bound,0.736,4020,83,0.963,Low,0.465,Cluster_4797,No,0.939,0.528,71.02,Yes,107,Yes,1.72,0.151,1.28,Host_1,Host_1,92.89,46.66,41.02,8192,1,6.1,92.89,32.85
JOB_4798,04-01-2024 07:57,04-01-2024 07:57,72.65,3135,3347,7.61,931,Cloud,3987,794.55,Medium,Round Robin,Dynamic,3.5,Delay-Sensitive,1.113,3555,47,0.866,Low,0.017,Cluster_4798,No,0.932,0.977,95.92,No,-208,Yes,4.38,0.127,0.811,Host_1,Host_1,65.85,29.57,38.16,8192,1,6.8,65.85,38.27
JOB_4799,04-01-2024 07:58,04-01-2024 07:58,19.8,1156,4515,6.78,921,Social Media,1482,784.13,Low,Round Robin,Dynamic,1.65,CPU-Bound,1.336,4498,79,0.978,Low,0.94,Cluster_4799,Yes,0.994,0.66,89.2,Yes,17,Yes,4.17,0.279,1.099,Host_1,Host_3,55.31,32.06,11.32,32768,0,0.6,55.31,3.53
JOB_4800,04-01-2024 07:59,04-01-2024 07:59,60.79,4312,3457,4.67,49,Social Media,4512,97.75,Medium,Priority-Based,Dynamic,1.47,Delay-Sensitive,1.149,3251,31,0.781,Medium,0.999,Cluster_4800,No,0.717,0.974,95.42,Yes,206,No,3.58,0.116,1.412,Host_3,Host_4,96.77,88.93,99.11,16384,0,28.3,99.11,26.32
JOB_4801,04-01-2024 08:00,04-01-2024 08:00,19.91,6478,4948,3.86,259,Social Media,305,89.05,Low,ASB-Dynamic-CapsNet,Static,3.53,Delay-Sensitive,1.435,5021,116,0.868,High,0.272,Cluster_4801,No,0.949,0.632,74.78,Yes,-73,Yes,4.79,0.85,0.803,Host_3,Host_2,99.97,68.35,83.79,32768,0,5.1,99.97,19.77
JOB_4802,04-01-2024 08:01,04-01-2024 08:01,15.64,6988,2804,7.67,227,IoT,2537,313.7,High,Round Robin,Static,2,CPU-Bound,1.425,3021,102,0.755,High,0.406,Cluster_4802,Yes,0.74,0.623,84.25,Yes,-217,Yes,3.78,0.653,1.486,Host_2,Host_4,49.8,73.11,68.88,16384,0,26,73.11,42.65
JOB_4803,04-01-2024 08:02,04-01-2024 08:02,82.75,3840,1137,3.57,188,Social Media,1408,45.59,Medium,ASB-Dynamic-CapsNet,Static,0.02,Delay-Sensitive,0.699,1238,35,0.751,Low,0.614,Cluster_4803,No,0.809,0.516,86.91,No,-101,Yes,4.48,0.438,1.302,Host_1,Host_2,75.3,60.46,19.02,16384,0,19.1,75.3,23.44
JOB_4804,04-01-2024 08:03,04-01-2024 08:03,25.21,4411,170,7.98,560,Cloud,3751,505.43,Low,ASB-Dynamic-CapsNet,Dynamic,4.69,CPU-Bound,0.644,335,45,0.922,Low,0.222,Cluster_4804,No,0.706,0.734,84.66,Yes,-165,Yes,1.89,0.486,1.051,Host_2,Host_1,21.7,36.21,92.16,16384,0,29.4,92.16,26.92
JOB_4805,04-01-2024 08:04,04-01-2024 08:04,75.7,7339,2974,6.96,192,Enterprise DB,2532,400.83,Low,Priority-Based,Static,0.75,Delay-Sensitive,1.105,2766,114,0.78,High,0.194,Cluster_4805,No,0.937,0.548,74.66,Yes,208,No,3.26,0.984,1.33,Host_2,Host_4,61.97,10.28,78.37,16384,0,6.3,78.37,44.79
JOB_4806,04-01-2024 08:05,04-01-2024 08:05,53.57,2296,205,5.99,745,Cloud,739,561.46,Medium,FCFS,Dynamic,0.74,CPU-Bound,1.187,361,32,0.858,Low,0.5,Cluster_4806,No,0.959,0.796,82.55,Yes,-156,No,2.73,0.447,1.492,Host_1,Host_2,41.84,65.64,17.38,32768,0,4.1,65.64,7.01
JOB_4807,04-01-2024 08:06,04-01-2024 08:06,16.23,4863,869,4,173,Enterprise DB,3582,305.8,High,FCFS,Static,4.09,Delay-Sensitive,1.37,714,21,0.807,Low,0.134,Cluster_4807,No,0.756,0.705,82.66,Yes,155,Yes,2.38,0.743,0.934,Host_1,Host_1,53.63,71.23,55.14,16384,1,24.4,71.23,29.68
JOB_4808,04-01-2024 08:07,04-01-2024 08:07,86.44,6812,2109,2.45,755,IoT,357,490.9,Low,Priority-Based,Static,1.68,Delay-Sensitive,0.504,2107,102,0.737,Low,0.367,Cluster_4808,Yes,0.956,0.683,78.16,No,2,Yes,3.61,0.331,1.247,Host_1,Host_3,88.26,80.78,38.98,8192,0,4.4,88.26,83.15
JOB_4809,04-01-2024 08:08,04-01-2024 08:08,29.76,2262,3040,7.25,386,IoT,1746,341.4,Medium,Priority-Based,Static,1.64,Memory-Intensive,0.85,2803,109,0.692,Medium,0.224,Cluster_4809,No,0.753,0.669,72.68,Yes,237,No,4.21,0.881,1.261,Host_3,Host_2,87.98,40.78,39.96,8192,0,24.7,87.98,27.61
JOB_4810,04-01-2024 08:09,04-01-2024 08:09,78.77,6676,2292,1.37,714,Cloud,3216,203.26,High,ASB-Dynamic-CapsNet,Dynamic,3.11,CPU-Bound,1.392,2447,89,0.937,Low,0.712,Cluster_4810,No,0.871,0.901,97.11,Yes,-155,Yes,1.78,0.441,1.438,Host_1,Host_4,22.83,16.83,96.67,16384,0,12.9,96.67,40.75
JOB_4811,04-01-2024 08:10,04-01-2024 08:10,23.5,4972,3595,9.72,506,IoT,458,652.87,Low,Round Robin,Dynamic,0.3,IO-Bound,0.546,3478,74,0.933,Medium,0.503,Cluster_4811,Yes,0.749,0.93,97.95,Yes,117,No,3.74,0.646,1.076,Host_4,Host_3,64.73,84.23,33.7,16384,0,25.1,84.23,30.35
JOB_4812,04-01-2024 08:11,04-01-2024 08:11,78.32,3785,4411,9.8,606,Enterprise DB,4001,676.7,High,ASB-Dynamic-CapsNet,Dynamic,1.18,Delay-Sensitive,0.761,4568,57,0.623,High,0.75,Cluster_4812,Yes,0.849,0.654,80.74,No,-157,No,1.02,0.832,1.383,Host_1,Host_1,26.03,43.51,68.39,16384,1,15.1,68.39,23.1
JOB_4813,04-01-2024 08:12,04-01-2024 08:12,11.06,2085,4455,1.74,470,IoT,875,830.94,Low,ASB-Dynamic-CapsNet,Static,0.27,CPU-Bound,1.232,4274,83,0.825,Low,0.069,Cluster_4813,Yes,0.92,0.714,90.97,No,181,Yes,2.61,0.233,1.473,Host_3,Host_4,43.39,52.51,85.51,8192,0,8,85.51,25.45
JOB_4814,04-01-2024 08:13,04-01-2024 08:13,50.94,6059,1033,1.49,764,Social Media,1241,876,Medium,Round Robin,Dynamic,1.46,IO-Bound,0.943,1033,95,0.979,High,0.109,Cluster_4814,Yes,0.748,0.574,92.68,Yes,0,No,0.9,0.844,1.236,Host_4,Host_2,14.27,79.87,88.33,16384,0,25.2,88.33,36.98
JOB_4815,04-01-2024 08:14,04-01-2024 08:14,71.56,4063,674,4.42,483,Social Media,2184,707.42,Medium,FCFS,Dynamic,4.35,CPU-Bound,1.201,478,71,0.745,High,0.909,Cluster_4815,No,0.966,0.763,85.56,Yes,196,No,4.67,0.98,1.236,Host_3,Host_3,74.84,47.17,47.58,16384,1,3.4,74.84,24.8
JOB_4816,04-01-2024 08:15,04-01-2024 08:15,84.78,2940,4030,9.65,694,IoT,3144,690.62,Medium,ASB-Dynamic-CapsNet,Static,4.55,IO-Bound,0.965,3932,45,0.647,Medium,0.264,Cluster_4816,No,0.821,0.528,91.5,No,98,No,2.37,0.244,1.238,Host_3,Host_1,82.87,24.2,66.74,8192,0,17.9,82.87,35.89
JOB_4817,04-01-2024 08:16,04-01-2024 08:16,82.74,5084,4480,4.3,914,Cloud,4243,66.11,High,FCFS,Static,1.55,Memory-Intensive,1.249,4590,69,0.912,High,0.921,Cluster_4817,Yes,0.963,0.603,70.9,No,-110,Yes,4.32,0.242,0.949,Host_4,Host_4,71.21,35.21,41.51,8192,1,3.7,71.21,62.06
JOB_4818,04-01-2024 08:17,04-01-2024 08:17,75.57,5317,4187,3.96,46,Social Media,1824,118.68,High,FCFS,Dynamic,0.94,IO-Bound,0.918,4081,24,0.863,Medium,0.734,Cluster_4818,Yes,0.995,0.926,97.34,No,106,No,0.94,0.852,1.261,Host_2,Host_1,14.1,74.41,90.46,16384,0,0.5,90.46,32.45
JOB_4819,04-01-2024 08:18,04-01-2024 08:18,81.06,5541,2631,7.18,608,Enterprise DB,4466,814.44,Medium,FCFS,Static,0.68,CPU-Bound,1.127,2900,38,0.738,Low,0.934,Cluster_4819,No,0.884,0.763,91.39,Yes,-269,Yes,1.45,0.284,1.473,Host_4,Host_4,20.8,22.81,95.09,16384,1,11.6,95.09,33.82
JOB_4820,04-01-2024 08:19,04-01-2024 08:19,25.94,3600,2519,2.2,650,Cloud,583,240.62,Low,ASB-Dynamic-CapsNet,Dynamic,1.97,IO-Bound,1.091,2643,62,0.72,Medium,0.799,Cluster_4820,No,0.924,0.734,98.34,No,-124,Yes,1.49,0.505,1.26,Host_1,Host_2,55.65,97.77,81.34,16384,0,7.6,97.77,21.97
JOB_4821,04-01-2024 08:20,04-01-2024 08:20,32.73,6682,169,3.95,715,IoT,2917,362.01,High,Round Robin,Static,4.13,Delay-Sensitive,0.885,253,51,0.997,Low,0.923,Cluster_4821,Yes,0.713,0.963,92.21,Yes,-84,Yes,3.19,0.898,1.039,Host_1,Host_4,20.19,16.07,95.87,16384,0,28.7,95.87,40.78
JOB_4822,04-01-2024 08:21,04-01-2024 08:21,33.12,6231,4574,3.27,328,Cloud,1257,153.84,High,Round Robin,Dynamic,4.26,IO-Bound,0.807,4634,111,0.931,Medium,0.851,Cluster_4822,Yes,0.878,0.752,95.45,No,-60,Yes,0.74,0.985,1.465,Host_4,Host_4,49.53,43.89,59.52,32768,1,12.2,59.52,19.02
JOB_4823,04-01-2024 08:22,04-01-2024 08:22,40.16,3744,1402,6.21,564,Cloud,466,203.2,Low,FCFS,Dynamic,0.23,CPU-Bound,1.453,1185,52,0.965,High,0.609,Cluster_4823,No,0.959,0.989,92.3,Yes,217,Yes,3.76,0.985,0.956,Host_2,Host_3,44.22,26.71,28.26,32768,0,4.1,44.22,11.43
JOB_4824,04-01-2024 08:23,04-01-2024 08:23,41.47,1540,3914,2.05,421,Cloud,2826,777.66,Low,FCFS,Static,1.05,Memory-Intensive,1.026,3696,40,0.996,Low,0.449,Cluster_4824,No,0.929,0.51,89.92,No,218,No,3.55,0.129,0.889,Host_3,Host_1,79.36,52.55,18.09,16384,0,7.1,79.36,9.4
JOB_4825,04-01-2024 08:24,04-01-2024 08:24,53.56,3627,2449,5.71,365,Cloud,1287,269.24,Medium,Round Robin,Static,1.02,Delay-Sensitive,1.135,2187,36,0.64,Low,0.846,Cluster_4825,Yes,0.956,0.726,89.96,No,262,No,2.44,0.229,0.891,Host_2,Host_2,64.3,56.45,24.51,8192,1,4.4,64.3,44.27
JOB_4826,04-01-2024 08:25,04-01-2024 08:25,22.79,2773,354,8.65,680,IoT,4993,454.54,High,Priority-Based,Dynamic,4.14,Memory-Intensive,0.79,90,118,0.925,Medium,0.552,Cluster_4826,No,0.872,0.612,81.63,No,264,No,3.89,0.928,1.153,Host_2,Host_1,31.86,54.58,71.86,32768,0,12.8,71.86,8.46
JOB_4827,04-01-2024 08:26,04-01-2024 08:26,65.3,4129,1807,5.38,626,IoT,4815,160.15,Low,Priority-Based,Static,2.28,Delay-Sensitive,0.764,1809,40,0.846,High,0.652,Cluster_4827,No,0.849,0.628,77.4,No,-2,Yes,2.1,0.788,0.851,Host_4,Host_1,73.85,26.05,57.63,16384,0,15.1,73.85,25.2
JOB_4828,04-01-2024 08:27,04-01-2024 08:27,23.41,2614,4887,6.99,974,Social Media,1993,681.15,Low,FCFS,Dynamic,1.84,IO-Bound,0.638,4921,80,0.865,Low,0.855,Cluster_4828,Yes,0.787,0.76,84.75,No,-34,No,1.1,0.967,0.873,Host_4,Host_2,79.96,86.96,86.46,16384,0,21.3,86.96,15.95
JOB_4829,04-01-2024 08:28,04-01-2024 08:28,34.82,7864,933,1.21,238,Social Media,2230,730.99,Medium,Round Robin,Static,4.78,CPU-Bound,1.293,1145,71,0.755,Low,0.421,Cluster_4829,Yes,0.902,0.845,71.53,Yes,-212,Yes,0.57,0.475,0.931,Host_3,Host_4,98.38,61.62,89.61,16384,0,9.8,98.38,48
JOB_4830,04-01-2024 08:29,04-01-2024 08:29,50.27,2177,2864,4.77,738,Enterprise DB,2150,368.08,Medium,Priority-Based,Dynamic,4.63,Memory-Intensive,0.698,2949,71,0.7,High,0.888,Cluster_4830,Yes,0.956,0.741,88.55,No,-85,No,3.49,0.724,1.214,Host_4,Host_2,79.99,99.13,26.36,8192,0,4.4,99.13,26.57
JOB_4831,04-01-2024 08:30,04-01-2024 08:30,73.72,7478,2571,1.4,273,Enterprise DB,4886,786.9,High,Round Robin,Static,2.2,Memory-Intensive,1.099,2691,45,0.812,High,0.288,Cluster_4831,No,0.705,0.938,76.45,No,-120,No,3.54,0.389,1.449,Host_2,Host_4,99.86,19.64,59.48,16384,0,29.5,99.86,45.64
JOB_4832,04-01-2024 08:31,04-01-2024 08:31,69.16,3594,3842,6.19,939,Social Media,4168,247.51,Low,ASB-Dynamic-CapsNet,Dynamic,0.64,IO-Bound,0.9,3587,111,0.64,High,0.782,Cluster_4832,Yes,0.994,0.59,80.1,No,255,Yes,1.14,0.914,0.874,Host_4,Host_3,33.36,60.67,38.21,32768,0,0.6,60.67,10.97
JOB_4833,04-01-2024 08:32,04-01-2024 08:32,61.64,1498,2135,3.17,496,Social Media,3724,694.98,Medium,FCFS,Static,0.86,CPU-Bound,0.63,1925,112,0.689,Medium,0.63,Cluster_4833,No,0.995,0.803,92.14,Yes,210,No,0.56,0.296,1.087,Host_3,Host_4,76.74,77.09,96.72,8192,0,0.5,96.72,18.29
JOB_4834,04-01-2024 08:33,04-01-2024 08:33,22.46,6373,2067,3.23,570,Cloud,509,732.66,High,Priority-Based,Dynamic,0.56,CPU-Bound,1.26,2270,24,0.927,Low,0.332,Cluster_4834,No,0.889,0.677,95.13,Yes,-203,No,0.57,0.187,1.156,Host_1,Host_2,50.1,51.56,16.48,8192,0,11.1,51.56,77.8
JOB_4835,04-01-2024 08:34,04-01-2024 08:34,53.76,2784,199,1.23,361,Social Media,699,968.97,Medium,FCFS,Dynamic,3.4,Memory-Intensive,0.919,2,94,0.717,Low,0.744,Cluster_4835,Yes,0.849,0.926,76.61,Yes,197,Yes,1.93,0.205,0.977,Host_4,Host_1,32.33,52.81,79.84,32768,0,15.1,79.84,8.5
JOB_4836,04-01-2024 08:35,04-01-2024 08:35,17,5552,1952,3.45,451,Enterprise DB,4627,240,High,ASB-Dynamic-CapsNet,Static,2.77,Memory-Intensive,1.04,1949,98,0.64,High,0.944,Cluster_4836,Yes,0.869,0.786,97.46,No,3,No,2.75,0.164,1.476,Host_1,Host_4,97.66,23.49,15.72,32768,0,13.1,97.66,16.94
JOB_4837,04-01-2024 08:36,04-01-2024 08:36,40.19,7562,3283,5.31,644,Social Media,169,102.77,Low,Round Robin,Static,2.78,Memory-Intensive,1.329,3348,52,0.911,High,0.941,Cluster_4837,No,0.711,0.661,92.21,Yes,-65,No,1.13,0.979,1.273,Host_1,Host_3,29.57,41.87,54.58,16384,0,28.9,54.58,46.15
JOB_4838,04-01-2024 08:37,04-01-2024 08:37,43.08,2089,2455,6.05,468,Cloud,4818,270.41,Medium,FCFS,Dynamic,0.49,Delay-Sensitive,1.309,2155,107,0.621,High,0.325,Cluster_4838,No,0.984,0.545,74.17,Yes,300,Yes,3.44,0.406,0.906,Host_1,Host_3,73.48,80.47,58.69,32768,0,1.6,80.47,6.38
JOB_4839,04-01-2024 08:38,04-01-2024 08:38,13.18,1661,211,1.13,824,Enterprise DB,2305,131.63,High,Priority-Based,Dynamic,3.97,IO-Bound,0.603,111,31,0.816,Medium,0.545,Cluster_4839,No,0.834,0.639,91.64,No,100,Yes,3.99,0.228,0.9,Host_3,Host_4,84.13,89.64,43.6,16384,0,16.6,89.64,10.14
JOB_4840,04-01-2024 08:39,04-01-2024 08:39,31.92,3020,3258,6.69,34,IoT,367,178,High,ASB-Dynamic-CapsNet,Static,2.68,Memory-Intensive,0.588,3153,86,0.623,High,0.176,Cluster_4840,Yes,0.815,0.75,98.36,No,105,Yes,2.05,0.98,1.489,Host_1,Host_1,64.89,45.38,42.01,32768,1,18.5,64.89,9.22
JOB_4841,04-01-2024 08:40,04-01-2024 08:40,86.45,6464,282,5.14,140,Social Media,917,340.77,Low,Priority-Based,Static,0.45,Delay-Sensitive,0.513,447,30,0.65,High,0.282,Cluster_4841,Yes,0.74,0.811,95.18,Yes,-165,No,1.71,0.316,0.843,Host_4,Host_4,56.27,73.36,43.75,8192,1,26,73.36,78.91
JOB_4842,04-01-2024 08:41,04-01-2024 08:41,86.29,4355,3952,5.6,950,IoT,3276,419.85,Medium,Round Robin,Dynamic,3.74,CPU-Bound,0.917,4192,30,0.711,Medium,0.119,Cluster_4842,No,0.958,0.717,84.52,Yes,-240,Yes,2.55,0.863,1.247,Host_2,Host_4,35.7,61.77,16.14,16384,0,4.2,61.77,26.58
JOB_4843,04-01-2024 08:42,04-01-2024 08:42,38.19,5148,264,8.41,379,Enterprise DB,443,904.69,High,Priority-Based,Dynamic,4.91,CPU-Bound,0.88,177,114,0.809,Medium,0.776,Cluster_4843,Yes,0.953,0.86,77.02,Yes,87,Yes,3.25,0.298,0.908,Host_1,Host_1,90.54,84.03,82.4,8192,1,4.7,90.54,62.84
JOB_4844,04-01-2024 08:43,04-01-2024 08:43,13.45,6229,2237,3.75,445,Social Media,2602,203.66,High,Priority-Based,Dynamic,2.21,IO-Bound,0.771,2176,115,0.618,High,0.373,Cluster_4844,No,0.93,0.913,76.54,No,61,Yes,0.51,0.833,1.141,Host_3,Host_4,58.19,64.81,98.21,8192,0,7,98.21,76.04
JOB_4845,04-01-2024 08:44,04-01-2024 08:44,24.33,1194,2123,2.15,233,IoT,4458,972.04,High,Priority-Based,Static,0.58,Delay-Sensitive,1.35,2015,63,0.865,Low,0.085,Cluster_4845,Yes,0.891,0.975,89.36,No,108,Yes,3.01,0.712,0.833,Host_2,Host_4,43.37,87.01,79.81,32768,0,10.9,87.01,3.64
JOB_4846,04-01-2024 08:45,04-01-2024 08:45,41.38,7896,554,5.74,620,Social Media,3278,812.05,High,ASB-Dynamic-CapsNet,Static,0.51,IO-Bound,1.38,590,44,0.877,High,0.968,Cluster_4846,Yes,0.997,0.785,89.72,No,-36,Yes,4.71,0.575,0.889,Host_3,Host_1,21.2,64.08,17.56,16384,0,0.3,64.08,48.19
JOB_4847,04-01-2024 08:46,04-01-2024 08:46,85.82,4912,2385,9.48,361,IoT,2111,882.66,Medium,Priority-Based,Dynamic,0.13,Delay-Sensitive,1.306,2421,52,0.992,Low,0.892,Cluster_4847,Yes,0.732,0.578,75.78,No,-36,No,1.1,0.22,1.48,Host_3,Host_2,60.97,72.11,38.09,32768,0,26.8,72.11,14.99
JOB_4848,04-01-2024 08:47,04-01-2024 08:47,21.3,7241,4922,5.42,811,IoT,126,930.15,Medium,Priority-Based,Static,3.85,IO-Bound,1.238,5038,49,0.951,High,0.397,Cluster_4848,Yes,0.783,0.512,78.08,No,-116,No,3.78,0.144,1.454,Host_2,Host_1,11.73,47.21,60.59,32768,0,21.7,60.59,22.1
JOB_4849,04-01-2024 08:48,04-01-2024 08:48,71.08,5363,641,8.4,494,Enterprise DB,3460,755.71,High,ASB-Dynamic-CapsNet,Dynamic,3.47,Memory-Intensive,0.529,670,28,0.946,Medium,0.337,Cluster_4849,Yes,0.749,0.522,72.73,Yes,-29,No,2.1,0.293,1.385,Host_4,Host_3,77.85,52.61,29.01,32768,0,25.1,77.85,16.37
JOB_4850,04-01-2024 08:49,04-01-2024 08:49,18.69,4298,2765,7.69,206,Social Media,458,790.89,Medium,ASB-Dynamic-CapsNet,Dynamic,2.92,Memory-Intensive,0.647,2831,47,0.71,High,0.881,Cluster_4850,No,0.881,0.979,89.98,No,-66,Yes,1.93,0.199,1.221,Host_4,Host_4,30.94,65.63,66.69,8192,1,11.9,66.69,52.47
JOB_4851,04-01-2024 08:50,04-01-2024 08:50,88.5,7529,2549,5.42,118,IoT,4142,443.44,Medium,ASB-Dynamic-CapsNet,Static,3.83,IO-Bound,0.582,2836,70,0.732,Medium,0.952,Cluster_4851,No,0.876,0.991,78.59,No,-287,No,4.56,0.767,1.244,Host_4,Host_3,69.45,45.36,25.33,16384,0,12.4,69.45,45.95
JOB_4852,04-01-2024 08:51,04-01-2024 08:51,40.53,4183,4033,6.65,869,Social Media,2317,515.35,Low,Round Robin,Static,5,Delay-Sensitive,1.138,3851,70,0.939,Low,0.553,Cluster_4852,No,0.963,0.506,84.81,No,182,Yes,0.86,0.612,1.191,Host_2,Host_2,22.22,53.52,76.5,32768,1,3.7,76.5,12.77
JOB_4853,04-01-2024 08:52,04-01-2024 08:52,72.02,7204,2986,4.36,229,Social Media,793,933.16,Low,ASB-Dynamic-CapsNet,Static,2.01,IO-Bound,0.53,3239,54,0.77,Medium,0.007,Cluster_4853,Yes,0.791,0.619,82.45,Yes,-253,Yes,1.87,0.858,1.296,Host_2,Host_1,78.55,55.18,27.66,32768,0,20.9,78.55,21.98
JOB_4854,04-01-2024 08:53,04-01-2024 08:53,37.41,7868,4714,5.54,785,Cloud,4578,384.47,High,Round Robin,Dynamic,3.53,Memory-Intensive,1.093,4570,111,0.61,High,0.394,Cluster_4854,Yes,0.921,0.584,79.25,No,144,Yes,2.96,0.404,0.851,Host_2,Host_3,79.05,93.83,39.77,16384,0,7.9,93.83,48.02
JOB_4855,04-01-2024 08:54,04-01-2024 08:54,60.21,2471,4392,5.32,932,Enterprise DB,2903,51.53,Low,ASB-Dynamic-CapsNet,Static,1.89,Memory-Intensive,1,4125,111,0.79,Low,0.853,Cluster_4855,Yes,0.863,0.876,89.08,No,267,Yes,0.83,0.329,1.359,Host_4,Host_2,92.66,92.26,59.19,32768,0,13.7,92.66,7.54
JOB_4856,04-01-2024 08:55,04-01-2024 08:55,25.36,6901,4004,7.24,729,Social Media,3884,765.13,Medium,ASB-Dynamic-CapsNet,Static,1.76,Delay-Sensitive,1.434,4290,93,0.856,High,0.99,Cluster_4856,Yes,0.834,0.851,87.21,No,-286,Yes,3.13,0.683,0.874,Host_1,Host_4,59.85,98.05,79.58,16384,0,16.6,98.05,42.12
JOB_4857,04-01-2024 08:56,04-01-2024 08:56,21.68,2003,1788,4.39,328,Social Media,4047,577.43,High,FCFS,Static,4.25,CPU-Bound,1.22,1726,106,0.914,Low,0.435,Cluster_4857,No,0.941,0.952,89.71,No,62,No,2,0.124,0.831,Host_3,Host_1,52.98,29.21,94.16,16384,0,5.9,94.16,12.23
JOB_4858,04-01-2024 08:57,04-01-2024 08:57,85.05,3749,1737,1.45,91,Social Media,1881,816.73,Low,FCFS,Dynamic,2.87,Memory-Intensive,1.216,1617,57,0.871,High,0.138,Cluster_4858,No,0.754,0.547,79.94,No,120,No,3.71,0.643,0.818,Host_1,Host_2,88.82,46.15,75.41,8192,0,24.6,88.82,45.76
JOB_4859,04-01-2024 08:58,04-01-2024 08:58,83.41,7400,4828,7.99,546,Enterprise DB,1037,84.8,High,FCFS,Dynamic,0.6,Delay-Sensitive,0.621,4755,45,0.864,Medium,0.927,Cluster_4859,Yes,0.829,0.999,85.03,No,73,No,2.58,0.697,1.117,Host_1,Host_4,58.5,57.05,46.96,8192,0,17.1,58.5,90.33
JOB_4860,04-01-2024 08:59,04-01-2024 08:59,81,4718,4770,7.01,707,Enterprise DB,2751,625.02,High,FCFS,Dynamic,2.02,Memory-Intensive,0.932,4935,107,0.831,High,0.29,Cluster_4860,Yes,0.89,0.742,78.57,No,-165,Yes,1.7,0.944,1.017,Host_4,Host_3,24.7,86.12,45.95,8192,0,11,86.12,57.59
JOB_4861,04-01-2024 09:00,04-01-2024 09:00,60.03,6985,4182,9.53,441,Social Media,3762,255.23,Low,ASB-Dynamic-CapsNet,Static,3.98,Delay-Sensitive,0.668,3915,52,0.968,Medium,0.114,Cluster_4861,No,0.708,0.936,76.74,Yes,267,Yes,4.5,0.841,0.9,Host_2,Host_3,71.81,38.61,79.39,32768,0,29.2,79.39,21.32
JOB_4862,04-01-2024 09:01,04-01-2024 09:01,74.66,3742,1990,4.57,906,Enterprise DB,3957,904.24,Medium,ASB-Dynamic-CapsNet,Dynamic,4.7,Memory-Intensive,0.582,2037,61,0.666,Medium,0.903,Cluster_4862,No,0.783,0.644,91.93,Yes,-47,No,3.33,0.134,1.43,Host_3,Host_1,33.21,20.98,57.66,16384,0,21.7,57.66,22.84
JOB_4863,04-01-2024 09:02,04-01-2024 09:02,15.52,2368,3305,1.24,17,Cloud,2914,118.81,Medium,Round Robin,Dynamic,3.07,Memory-Intensive,1.261,3281,33,0.967,Medium,0.217,Cluster_4863,Yes,0.83,0.768,88.83,No,24,No,0.94,0.134,1.462,Host_2,Host_3,72.4,23.16,20.47,16384,0,17,72.4,14.45
